"","uid","bankhard","c1d","c1dm100","c1t","c1t_msq","c1tm100","c1w","c1wm100","c2d","c2dm100","c2t","c2t_msq","c2tm100","c2w","c2wm100","c3d","c3dm100","c3t","c3t_msq","c3tm100","c3w","c3wm100","c4d","c4dm100","c4t","c4t_msq","c4tm100","c4w","c4wm100","c5d","c5dm100","c5t","c5t_msq","c5tm100","c5w","c5wm100","d16","d50","d84","dgm","lsub_d16","lsub_d25","lsub_d50","lsub_d75","lsub_d84","lsub_dmm","lsub_dmm_nor","lsub_iqr","lsub2d16","lsub2d16inor","lsub2d25","lsub2d50","lsub2d50inor","lsub2d75","lsub2d84","lsub2d84inor","lsub2dmm","lsub2dmm_nor","lsub2iqr","lsubd_sd","lsubd_sd_nor","lsubd2sd","lsubd2sd_nor","n","n_nor","pct_bdrk","pct_bh","pct_bigr","pct_bl","pct_ca","pct_cb","pct_dbbl","pct_dbcb","pct_dbfn","pct_dbgc","pct_dbgf","pct_dbhp","pct_dbom","pct_dbot","pct_dbrc","pct_dbrr","pct_dbrs","pct_dbsa","pct_dbsb","pct_dbwd","pct_dbxb","pct_dr","pct_dsbl","pct_dscb","pct_dsfn","pct_dsgc","pct_dsgf","pct_dshp","pct_dsom","pct_dsot","pct_dsrc","pct_dsrr","pct_dsrs","pct_dssa","pct_dssb","pct_dswd","pct_dsxb","pct_fa","pct_fast","pct_fn","pct_gc","pct_gf","pct_gl","pct_gr","pct_hp","pct_om","pct_org","pct_ot","pct_p","pct_pb","pct_pd","pct_pl","pct_pool","pct_pp","pct_pt","pct_ra","pct_rc","pct_ri","pct_rr","pct_rs","pct_sa","pct_safn","pct_sb","pct_sbbl","pct_sbcb","pct_sbfn","pct_sbgc","pct_sbgf","pct_sbhp","pct_sbom","pct_sbot","pct_sbrc","pct_sbrr","pct_sbrs","pct_sbsa","pct_sbsb","pct_sbwd","pct_sbxb","pct_sfgf","pct_slow","pct_ssbl","pct_sscb","pct_ssfn","pct_ssgc","pct_ssgf","pct_sshp","pct_ssom","pct_ssot","pct_ssrc","pct_ssrr","pct_ssrs","pct_sssa","pct_sssb","pct_sswd","pct_ssxb","pct_wd","pct_xb","sub_dmm_nor","sub2dmm_nor","subd_sd_nor","subd2sd_nor","v1d","v1dm100","v1t","v1t_msq","v1tm100","v1w","v1wm100","v2d","v2dm100","v2t","v2t_msq","v2tm100","v2w","v2wm100","v3d","v3dm100","v3t","v3t_msq","v3tm100","v3w","v3wm100","v4d","v4dm100","v4t","v4t_msq","v4tm100","v4w","v4wm100","v5d","v5dm100","v5t","v5t_msq","v5tm100","v5w","v5wm100","year"
"30","P0298",0,0,0,21,0.0514543736217579,19.6261682242991,21,19.6261682242991,0,0,3,0.00735062480310827,2.80373831775701,3,2.80373831775701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549175204168055,3.36358566101486,144.349470347504,1.26982392057062,-2.11092437480818,-2.11092437480818,1.12886248373993,2.10205999132796,2.10205999132796,0.371541705150369,0.111462221765016,4.21298436613614,-2.11092437480818,-2.2602890798404,-2.11092437480818,1.12886248373993,0.526802492411967,2.10205999132796,2.10205999132796,2.15941519469004,0.364374324301226,0.103743503927478,4.21298436613614,2.09978366362021,1.94557918870662,2.09108864562142,1.93438281252603,67,39,0,NA,30,1.42857142857143,0,18.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45.4545454545455,21.4285714285714,5.71428571428571,2.85714285714286,9.09090909090909,NA,35.7142857142857,0,4.28571428571429,0,0,0,0,40.9090909090909,45.4545454545455,3.03030303030303,1.51515151515152,0,4.28571428571429,45.4545454545455,0,0,5.71428571428571,27.1428571428571,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,54.5454545454546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28571428571429,0,71.4153826136662,58.5948697931534,163.292952987117,92.9430341976673,0,0,2.05250720034533,0.00502907011180557,1.91823102836012,2.05250720034533,1.91823102836012,0,0,1.00530964914873,0.00246321801394558,0.939541728176386,1.00530964914873,0.939541728176386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
"31","P0313",0,4,5.33333333333333,30,0.165413533834586,40,26,34.6666666666667,3,4,18,0.0992481203007518,24,15,20,1,1.33333333333333,10,0.0551378446115288,13.3333333333333,9,12,0,0,1,0.00551378446115288,1.33333333333333,1,1.33333333333333,0,0,0,0,0,0,0,0.014546425796729,45.254833995939,177.558917579623,7.13043276196145,-2.11092437480818,0.752574989159953,1.50514997831991,2.10205999132796,2.10205999132796,0.902648931844381,0.872330569532513,1.34948500216801,-2.11092437480818,-1.83724370409696,0.752574989159953,1.50514997831991,1.6556649761519,2.10205999132796,2.10205999132796,2.24934248885035,0.883636511065603,0.853115888958217,1.34948500216801,1.7943312012118,1.77932032324847,1.77325787058915,1.75750102687001,98,94,0.952380952380952,NA,60,5.71428571428571,0,34.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.886524822695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.0212765957447,21.9047619047619,19.047619047619,8.57142857142857,0,NA,2.85714285714286,0,6.66666666666667,0,0,0,0,2.12765957446809,7.09219858156028,4.9645390070922,0,0,0,17.0212765957447,0,0.952380952380952,0,21.9047619047619,5.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4761904761905,7.09219858156028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,0,119.625209320445,87.7103157034236,237.631911869718,121.532183010794,2.21802259107613,2.95736345476817,39.0165445401246,0.215128817013218,52.0220593868327,36.7985219490484,49.0646959320646,2.15984494934299,2.87979326579065,38.3184128393268,0.211279469289521,51.0912171191024,36.1585678899838,48.2114238533118,1.0471975511966,1.39626340159547,34.5994070915356,0.190773673186412,46.1325427887141,33.552209540339,44.7362793871186,0,0,9.42477796076938,0.0519661942699063,12.5663706143592,9.42477796076938,12.5663706143592,0,0,0,0,0,0,0,2012
"32","P0314",0.318181818181818,2,1.33333333333333,16,0.0163873370577281,10.6666666666667,14,9.33333333333333,1,0.666666666666667,8,0.00819366852886406,5.33333333333333,7,4.66666666666667,0,0,6,0.00614525139664804,4,6,4,0,0,1,0.00102420856610801,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0,0,0.00210680105697619,0.0102641626081998,0.0500061615683716,0.0204006217854066,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,0.752574989159953,-1.35368041511851,-1.69035659562039,0,-2.11092437480818,-2.67637647243018,-2.11092437480818,-2.11092437480818,-1.9886764763443,-2.11092437480818,0.752574989159953,-1.30097648025843,-1.35368041511851,-1.69035659562039,0,1.72223620168962,1.14497632379195,1.72223620168962,1.14497632379195,100,91,5.71428571428571,NA,14.2857142857143,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.8378378378378,76.1904761904762,8.57142857142857,1.9047619047619,8.10810810810811,NA,2.85714285714286,0,1.9047619047619,2.85714285714286,0,0,49.3243243243243,28.3783783783784,79.054054054054,0.675675675675676,0.675675675675676,0,0,12.8378378378378,5.71428571428571,0,0,76.1904761904762,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0952380952381,87.1621621621622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9047619047619,0,3.29597127290525,3.29597127290525,9.59828281893559,9.59828281893559,0.393280858116055,0.262187238744037,9.2804974092712,0.00950516494431873,6.18699827284746,8.88721655115514,5.92481103410343,0.335103216382911,0.223402144255274,8.81507627540604,0.00902847663216634,5.87671751693736,8.47997305902313,5.65331537268209,0,0,8.14486984264022,0.00834204546266689,5.42991322842681,8.14486984264022,5.42991322842681,0,0,2.90888208665722,0.00297930195095246,1.93925472443815,2.90888208665722,1.93925472443815,0,0,0,0,0,0,0,2010
"33","P0316",0,13,8.66666666666667,73,0.205897435897436,48.6666666666667,60,40,7,4.66666666666667,33,0.0930769230769232,22,26,17.3333333333333,1,0.666666666666667,4,0.0112820512820513,2.66666666666667,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98488476081914,74.324029337714,207.82202617942,44.3855385157423,0.752574989159953,1.50514997831991,2.10205999132796,2.10205999132796,3,1.89494618382724,1.67039764691889,0.596910013008057,0.752574989159953,0.95351251126566,1.50514997831991,2.10205999132796,1.87112924608381,2.10205999132796,2.69897000433602,2.31769157469969,1.87428726255618,1.64724149340628,0.596910013008057,1.10387060258347,0.945894769433257,1.08630739333806,0.917047171418574,104,91,9.52380952380952,NA,79.0476190476191,8.57142857142857,0,39.0476190476191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,2.85714285714286,20.952380952381,15.2380952380952,22.6666666666667,NA,1.9047619047619,0,0.952380952380952,0,0,0,8,1.33333333333333,13.3333333333333,4,0,0,0.952380952380952,64,4.76190476190476,4.76190476190476,0,2.85714285714286,7.61904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0952380952381,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952380952380952,0.952380952380952,164.622728226023,131.65569525899,283.095616339531,238.087677351908,4.59836080258773,3.06557386839182,18.4460939761194,0.0520274445480292,12.2973959840796,13.8477331735317,9.23182211568779,4.24929495218886,2.83286330145924,16.1189883067936,0.0454638131730078,10.7459922045291,11.8696933546048,7.91312890306985,1.0471975511966,0.698131700797733,4.1887902047864,0.0118145364750386,2.79252680319093,3.1415926535898,2.0943951023932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"34","P0329",0.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,0,NA,0,0,0,0,0,0.909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0.818181818181818,0,0,0,0,0,100,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,0,NA,0,NA,NA,0,100,NA,0,0,0.909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,NA,100,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0.818181818181818,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
"35","P0337",1,0,0,22,0.01,10,22,10,0,0,2,0.000909090909090909,0.909090909090909,2,0.909090909090909,0,0,1,0.000454545454545455,0.454545454545455,1,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.07758063747824,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233394009485471,NA,NA,NA,99,NA,NA,0,NA,0,0,0,0,0.272727272727273,0.636363636363636,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0.0909090909090909,0.181818181818182,0.181818181818182,0,0,0,0,0,0,0.454545454545455,0.0909090909090909,0,0,0,0,97,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,100,NA,NA,0,NA,0,NA,NA,2,99,NA,0,0.272727272727273,0.545454545454545,0,0,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0,0,NA,100,0,0,0.181818181818182,0.181818181818182,0.181818181818182,0,0,0,0,0,0,0.363636363636364,0.0909090909090909,0,0,NA,NA,NA,NA,NA,NA,0,0,30.8341501185665,0.0140155227811666,14.0155227811666,30.8341501185665,14.0155227811666,0,0,9.89019909463454,0.0044955450430157,4.4955450430157,9.89019909463454,4.4955450430157,0,0,6.98131700797732,0.00317332591271696,3.17332591271696,6.98131700797732,3.17332591271696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"36","P0345",0,6,8,19,0.30962962962963,25.3333333333333,13,17.3333333333333,5,6.66666666666667,10,0.162962962962963,13.3333333333333,5,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032758828497521,0.0407756724974544,43.6954684713128,0.34276788799418,-2.11092437480818,-2.11092437480818,-2.11092437480818,1.50514997831991,1.50514997831991,-0.458728413220468,-0.458728413220468,3.61607435312808,-2.11092437480818,-2.48467163762466,-2.11092437480818,-2.11092437480818,-1.38959886757708,1.50514997831991,1.50514997831991,1.64043639990066,-0.464999871463468,-0.464999871463468,3.61607435312808,1.86481711814712,1.86481711814712,1.85352952731106,1.85352952731106,96,96,0,NA,38.0952380952381,1.9047619047619,0,3.80952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62.8571428571429,50.4761904761905,32.3809523809524,2.85714285714286,28.5714285714286,NA,0,0,8.57142857142857,0,0,0,4.28571428571429,0,6.42857142857143,2.14285714285714,0,0,0,62.8571428571429,0,0,0,50.4761904761905,1.9047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3333333333333,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57142857142857,0,37.618182548022,27.2015158813554,143.749041113186,74.5427779989176,1.42709755171403,1.90279673561871,3.56803476749374,0.0581457517665646,4.75737968999165,2.14093721577971,2.85458295437295,1.36891990998088,1.82522654664118,3.04443599189544,0.0496130309790368,4.05924798919392,1.67551608191456,2.23402144255274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"37","P0352",0.954545454545455,0,0,4,0.0018688413183826,1.66666666666667,4,1.66666666666667,0,0,1,0.000467210329595651,0.416666666666667,1,0.416666666666667,0,0,1,0.000467210329595651,0.416666666666667,1,0.416666666666667,0,0,1,0.000467210329595651,0.416666666666667,1,0.416666666666667,0,0,0,0,0,0,0,24.933266549136,126.491106406735,415.323581175447,74.4896136057763,1.50514997831991,1.50514997831991,2.10205999132796,3,3,1.9480838757431,1.9480838757431,1.49485002168009,1.50514997831991,1.39677917988087,1.50514997831991,2.10205999132796,2.10205999132796,2.69897000433602,2.69897000433602,2.61838659011212,1.87209572149782,1.87209572149782,1.19382002601611,1.07042840740845,1.07042840740845,1.00082540699301,1.00082540699301,103,103,0,NA,86.6666666666667,24.7619047619048,0,48.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61,2.85714285714286,13.3333333333333,3.80952380952381,39,NA,0,0,1.9047619047619,0,0,0,0,0,0,0,0,0,0,61,0,0,4.76190476190476,7.61904761904762,24.7619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4285714285714,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9047619047619,0,319.644943033486,193.431350800477,399.836449047574,184.620670738276,0,0,3.08341501185665,0.00144060334396972,1.28475625494027,3.08341501185665,1.28475625494027,0,0,2.90888208665722,0.001359059758462,1.21203420277384,2.90888208665722,1.21203420277384,0,0,2.90888208665722,0.001359059758462,1.21203420277384,2.90888208665722,1.21203420277384,0,0,2.90888208665722,0.001359059758462,1.21203420277384,2.90888208665722,1.21203420277384,0,0,0,0,0,0,0,2010
"38","P0361",0,4,5.33333333333333,32,0.533333333333333,42.6666666666667,28,37.3333333333333,3,4,27,0.45,36,24,32,0,0,7,0.116666666666667,9.33333333333333,7,9.33333333333333,0,0,1,0.0166666666666667,1.33333333333333,1,1.33333333333333,0,0,1,0.0166666666666667,1.33333333333333,1,1.33333333333333,0.00195324643185436,0.00810243860325156,0.0336104601287484,0.00940284013256928,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-1.67647937578724,-2.02674094771932,0,-2.11092437480818,-2.70924296037683,-2.11092437480818,-2.11092437480818,-2.09138425117759,-2.11092437480818,-2.11092437480818,-1.47352554197835,-1.67647937578724,-2.02674094771932,0,1.4929202873998,0.572619400903604,1.4929202873998,0.572619400903604,100,93,5.71428571428571,NA,7.61904761904762,0,0,0.952380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,86.6666666666667,0.952380952380952,0,0,NA,0.952380952380952,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,5.71428571428571,0,0,86.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76190476190476,0,1.71178483199726,1.71178483199726,13.4937570831171,13.4937570831171,1.06348729088188,1.41798305450917,51.282427634932,0.854707127248867,68.3765701799094,50.2189403440501,66.9585871254002,1.00530964914873,1.34041286553164,50.9915394262663,0.849858990437772,67.9887192350217,49.9862297771176,66.6483063694901,0,0,40.7150407905237,0.678584013175395,54.2867210540316,40.7150407905237,54.2867210540316,0,0,22.6194671058465,0.376991118430775,30.159289474462,22.6194671058465,30.159289474462,0,0,22.6194671058465,0.376991118430775,30.159289474462,22.6194671058465,30.159289474462,2012
"39","P0378",0,5,6.66666666666667,11,0.15973597359736,14.6666666666667,6,8,1,1.33333333333333,1,0.0145214521452145,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202363843074163,24.5737754086638,52.3169433999365,4.65349861602572,-2.11092437480818,0.752574989159953,1.50514997831991,1.50514997831991,1.50514997831991,0.667779589087497,0.667779589087497,0.752574989159953,-2.11092437480818,-1.69386708153638,0.752574989159953,1.50514997831991,1.39047188473363,1.50514997831991,1.50514997831991,1.71864236254636,0.667779589087497,0.667779589087497,0.752574989159953,1.5199911113575,1.5199911113575,1.5199911113575,1.5199911113575,102,101,0,NA,66.6666666666667,0,0,6.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.3333333333333,20.952380952381,60,6.66666666666667,42.2222222222222,NA,0.952380952380952,0,2.85714285714286,0,0,0,7.40740740740741,14.8148148148148,24.4444444444444,0,2.22222222222222,0,0,33.3333333333333,0,0,1.9047619047619,22.8571428571429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5238095238095,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85714285714286,0,29.1277124374639,29.1277124374639,30.1737393281313,30.1737393281313,0.414515697348653,0.552687596464871,0.763581547747519,0.0110883129045844,1.01810873033003,0.349065850398866,0.465421133865154,0.181805130416076,0.242406840554768,0.181805130416076,0.00264007450109153,0.242406840554768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
"40","P0380",0,6,8,14,0.116007532956685,18.6666666666667,8,10.6666666666667,2,2.66666666666667,6,0.0497175141242938,8,4,5.33333333333333,0,0,2,0.0165725047080979,2.66666666666667,2,2.66666666666667,0,0,2,0.0165725047080979,2.66666666666667,2,2.66666666666667,0,0,0,0,0,0,0,0.032912110590614,27.5831302799033,140.916696448863,8.09758028438208,-2.11092437480818,0.752574989159953,1.50514997831991,2.10205999132796,2.10205999132796,0.937677115417157,0.908355262565669,1.34948500216801,-2.11092437480818,-1.48264426633929,0.752574989159953,1.50514997831991,1.44064355067762,2.10205999132796,2.10205999132796,2.14896245333658,0.937677115417157,0.908355262565669,1.34948500216801,1.5761959723363,1.55764873848285,1.57739327287287,1.55887303260837,102,96,0.952380952380952,NA,57.1428571428571,3.80952380952381,0,25.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.1428571428571,26.6666666666667,18.0952380952381,0,NA,4.76190476190476,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,17.1428571428571,1.9047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2380952380952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85714285714286,1.9047619047619,87.6966617825278,98.1133284491945,197.962579405175,290.863729714387,0.596320827764729,0.795094437019639,7.91274105212497,0.0655669691701503,10.5503214028333,7.31642022436024,9.75522696581365,0.363610260832152,0.484813681109536,7.44731991825981,0.0617103722040361,9.92975989101308,7.08370965742766,9.44494620990355,0,0,5.81776417331444,0.0482074620764285,7.75701889775259,5.81776417331444,7.75701889775259,0,0,5.81776417331444,0.0482074620764285,7.75701889775259,5.81776417331444,7.75701889775259,0,0,0,0,0,0,0,2011
"41","P0393",0,54,72,120,1.25714285714286,160,66,88,29,38.6666666666667,53,0.555238095238096,70.6666666666667,24,32,9,12,11,0.115238095238095,14.6666666666667,2,2.66666666666667,5,6.66666666666667,5,0.0523809523809525,6.66666666666667,0,0,0,0,0,0,0,0,0,16.6694018849946,84.0488897409205,191.88055643562,54.4840788286792,1.50514997831991,1.50514997831991,2.10205999132796,2.10205999132796,2.10205999132796,1.8370711356982,1.73934134725627,0.596910013008057,1.50514997831991,1.22192001718214,1.50514997831991,2.10205999132796,1.92453198092152,2.10205999132796,2.10205999132796,2.28303096920896,1.83414851438107,1.73626961260664,0.596910013008057,0.826385903280254,0.720648401061456,0.824913875416172,0.718450422361924,105,98,4.76190476190476,NA,83.8095238095238,4.76190476190476,0,52.3809523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,21.9047619047619,9.52380952380952,0,NA,1.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85714285714286,1.9047619047619,4.76190476190476,4.76190476190476,2.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.9047619047619,130.11542291503,135.217463731356,209.189164099258,284.696689301066,55.6361514540319,74.1815352720426,70.3998915966519,0.737522673869689,93.8665221288693,14.76374014262,19.6849868568267,54.1817104107033,72.2422805476044,66.5019896005313,0.696687510100805,88.669319467375,12.320279189828,16.4270389197706,46.7655155307707,62.3540207076943,50.8286420294135,0.532490535546238,67.7715227058847,4.0631264986428,5.4175019981904,40.6079939297347,54.143991906313,40.6079939297347,0.425417079263889,54.143991906313,0,0,0,0,0,0,0,0,0,2012
"42","P0409",0,2,2.66666666666667,10,0.0701754385964912,13.3333333333333,8,10.6666666666667,0,0,5,0.0350877192982456,6.66666666666667,5,6.66666666666667,0,0,1,0.00701754385964912,1.33333333333333,1,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192532566480971,0.00774596669241484,0.0311635590262233,0.00774596669241484,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,0,-2.11092437480818,-2.71549579993862,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-2.11092437480818,-1.50635294967774,-2.11092437480818,-2.11092437480818,0,0,0,0,0,99,99,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,94.2857142857143,0,0,0,NA,0,0,5.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71428571428571,0,0.00774596669241484,0.00774596669241484,0,0,0.116355283466289,0.155140377955051,4.46571577943616,0.0313383563469204,5.95428770591488,4.34936049596987,5.79914732795983,0,0,4.17482757077044,0.0292970355843539,5.56643676102725,4.17482757077044,5.56643676102725,0,0,1.0471975511966,0.0073487547452393,1.39626340159547,1.0471975511966,1.39626340159547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"43","P0426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743522495361588,10.7672015410588,103.766587100195,2.12608065681282,-2.11092437480818,-2.11092437480818,0.752574989159953,1.50514997831991,2.10205999132796,0.34601014416423,0.34601014416423,3.61607435312808,-2.11092437480818,-2.12870588731201,-2.11092437480818,0.752574989159953,1.03210284227651,1.50514997831991,2.10205999132796,2.01605753295328,0.327579736266435,0.327579736266435,3.61607435312808,1.80892469183733,1.80892469183733,1.7828723711634,1.7828723711634,98,98,0,NA,45,6,0.666666666666667,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,32,24,21,36,NA,0,0,2,0,0,0,1.33333333333333,0,1.33333333333333,0,0,0,0,59.3333333333333,0,0,0,32,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,37.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,89.636820472189,59.0245755742298,237.639629332748,121.155338254419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
